timestamp cameraAngle gyroHistory
11-07-15 -0.000000 0.000000
11-07-15 -0.000000 0.000000
11-07-15 -0.000000 0.000000
11-07-15 -0.000000 0.000000
11-07-15 -0.000000 0.000000
11-07-16 -0.000000 0.000000
11-07-16 0.219764 0.000000
11-07-16 0.219764 0.000000
11-07-16 0.219764 0.000000
11-07-16 0.219764 0.000000
11-07-16 0.219764 0.000000
11-07-16 0.219764 0.000000
11-07-16 0.219764 0.000000
11-07-16 0.219764 0.000000
11-07-16 0.219764 0.000000
11-07-16 0.219764 0.000000
11-07-16 0.219764 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.220424 0.000000
11-07-16 0.221084 0.000000
11-07-16 0.221084 0.000000
11-07-16 0.221084 0.000000
11-07-16 0.221084 0.000000
11-07-16 0.221084 0.000000
11-07-16 0.221084 0.000000
11-07-16 0.221084 0.000000
11-07-16 0.221084 0.000000
11-07-16 0.221084 0.000000
11-07-16 0.221084 0.000000
11-07-16 0.369573 0.000000
11-07-16 0.369573 0.000000
11-07-16 0.369573 0.000000
11-07-16 0.369573 0.000000
11-07-16 0.369573 0.000000
11-07-16 0.369573 0.000000
11-07-16 0.369573 0.000000
11-07-16 0.369573 0.000000
11-07-17 0.369573 0.000000
11-07-17 0.369573 0.000000
11-07-17 0.369573 0.000000
11-07-17 0.369573 0.000000
11-07-17 0.369573 0.000000
11-07-17 0.369573 0.000000
11-07-17 0.369573 0.000000
11-07-17 0.221084 0.000000
11-07-17 0.221084 0.000000
11-07-17 0.221084 0.000000
11-07-17 0.221084 0.000000
11-07-17 0.221084 0.000000
11-07-17 0.221084 0.000000
11-07-17 0.221084 0.000000
11-07-17 0.221084 0.000000
11-07-17 0.221084 0.000000
11-07-17 0.221084 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.221744 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-17 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.221084 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-18 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.369573 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.220424 0.000000
11-07-19 0.221084 0.000000
11-07-19 0.221084 0.000000
11-07-19 0.221084 0.000000
11-07-19 0.221084 0.000000
11-07-19 0.221084 0.000000
11-07-19 0.221084 0.000000
11-07-19 0.221084 0.000000
11-07-19 0.221084 0.000000
11-07-19 0.221084 0.000000
11-07-19 0.221084 0.000000
11-07-19 0.221084 0.000000
11-07-19 0.221084 0.000000
11-07-19 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.220424 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-20 0.221084 0.000000
11-07-21 0.221084 0.000000
11-07-21 0.221084 0.000000
11-07-21 0.221084 0.000000
11-07-21 0.221084 0.000000
11-07-21 0.221084 0.000000
11-07-21 0.221084 0.000000
11-07-21 0.221084 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.220424 0.000000
11-07-21 0.219764 0.000000
11-07-21 0.219764 0.000000
11-07-21 0.219764 0.000000
11-07-21 0.219764 0.000000
11-07-21 0.219764 0.000000
11-07-21 0.219764 0.000000
11-07-21 0.219764 0.000000
11-07-22 0.219764 0.000000
11-07-22 0.219764 0.000000
11-07-22 0.219764 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221084 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.220424 0.000000
11-07-22 0.220424 0.000000
11-07-22 0.220424 0.000000
11-07-22 0.220424 0.000000
11-07-22 0.220424 0.000000
11-07-22 0.220424 0.000000
11-07-22 0.220424 0.000000
11-07-22 0.220424 0.000000
11-07-22 0.220424 0.000000
11-07-22 0.220424 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-22 0.221744 0.000000
11-07-23 0.221744 0.000000
11-07-23 0.221744 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.221084 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.220424 0.000000
11-07-23 0.369573 0.000000
11-07-23 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.219764 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.221084 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-24 0.369573 0.000000
11-07-25 0.369573 0.000000
11-07-25 0.369573 0.000000
11-07-25 0.369573 0.000000
11-07-25 0.369573 0.000000
11-07-25 0.369573 0.000000
11-07-25 0.369573 0.000000
11-07-25 0.369573 0.000000
11-07-25 0.369573 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.221084 0.000000
11-07-25 0.220424 0.000000
11-07-25 0.220424 0.000000
11-07-25 0.220424 0.000000
11-07-25 0.220424 0.000000
11-07-25 0.220424 0.000000
11-07-25 0.220424 0.000000
11-07-25 0.220424 0.000000
11-07-25 0.220424 0.000000
11-07-25 0.220424 0.000000
11-07-25 0.220424 0.000000
